Customer_ID,Days_Since_Last_Purchase,Total_Orders,Total_Spent,R_Score,F_score,M_score,Final_RFM_Score,Segment
15166,102,2,1130.9003636195932,2,1,1,4,At Risk
15167,61,5,1841.9184149486423,3,3,2,8,Potential Loyalists
15168,3,8,3156.56007395348,5,5,4,14,Champions
15169,29,4,1428.55342686503,4,2,2,8,Potential Loyalists
15170,27,4,997.4277217650103,4,2,1,7,Potential Loyalists
15171,60,4,2263.280412566987,3,2,3,8,Potential Loyalists
15172,68,11,7582.467180416845,3,5,5,13,Champions
15173,51,5,2492.4649754387647,3,3,3,9,Potential Loyalists
15174,115,5,2622.972972295515,2,3,3,8,Potential Loyalists
15175,101,2,716.2985750225725,2,1,1,4,At Risk
15176,18,7,4347.528143105825,5,5,5,15,Champions
15177,93,4,2693.5616264509968,2,2,3,7,Potential Loyalists
15178,45,7,3065.738889645663,3,5,4,12,Loyal Customers
15179,3,6,2452.830137902755,5,4,3,12,Loyal Customers
15180,68,9,5854.093328680556,3,5,5,13,Champions
15181,48,5,2485.6616801871032,3,3,3,9,Potential Loyalists
15182,57,6,3045.531091178742,3,4,4,11,Loyal Customers
15183,19,7,3177.3328488981115,5,5,4,14,Champions
15184,125,5,2417.853854770212,2,3,3,8,Potential Loyalists
15185,1,7,3231.2727014846214,5,5,4,14,Champions
15186,33,7,4221.237884348127,4,5,5,14,Champions
15187,131,2,1705.5491937139336,2,1,2,5,At Risk
15188,26,5,1839.1825471909692,4,3,2,9,Potential Loyalists
15189,29,5,2205.24253920978,4,3,3,10,Loyal Customers
15190,86,5,1500.7863669407309,2,3,2,7,Potential Loyalists
15191,33,8,4937.166716884804,4,5,5,14,Champions
15192,51,8,3704.7713247784186,3,5,5,13,Champions
15193,43,5,2259.315288350299,4,3,3,10,Loyal Customers
15194,60,6,3109.873611848893,3,4,4,11,Loyal Customers
15195,107,3,2153.0843691174914,2,1,3,6,At Risk
15196,99,1,410.835690553741,2,1,1,4,At Risk
15197,120,8,3639.036964799569,2,5,5,12,Loyal Customers
15198,28,4,1114.9028009770818,4,2,1,7,Potential Loyalists
15199,97,2,783.979977439368,2,1,1,4,At Risk
15200,244,1,104.20321072534284,1,1,1,3,Lost
15201,31,7,4531.875358199273,4,5,5,14,Champions
15202,25,4,1768.8153581910449,4,2,2,8,Potential Loyalists
15203,109,8,4634.743232935335,2,5,5,12,Loyal Customers
15204,17,6,3090.8739541231976,5,4,4,13,Champions
15205,66,5,4274.67868754596,3,3,5,11,Loyal Customers
15206,25,2,1518.2500614732503,4,1,2,7,Potential Loyalists
15207,10,3,1108.998368203334,5,1,1,7,Potential Loyalists
15208,250,4,2807.151969825444,1,2,4,7,Potential Loyalists
15209,23,8,3946.630202575394,4,5,5,14,Champions
15210,5,8,3516.5463584411787,5,5,4,14,Champions
15211,245,3,2030.1839879429767,1,1,2,4,At Risk
15212,316,1,294.8324781872595,1,1,1,3,Lost
15213,165,4,2150.9053730256173,1,2,3,6,At Risk
15214,50,5,2564.6520435020902,3,3,3,9,Potential Loyalists
15215,144,3,2102.3141582066764,1,1,3,5,At Risk
15216,275,1,796.5780662987711,1,1,1,3,Lost
15217,51,1,710.9082409939765,3,1,1,5,At Risk
15218,12,6,2985.1673753017435,5,4,4,13,Champions
15219,39,5,3327.2120712452474,4,3,4,11,Loyal Customers
15220,46,3,1003.268999320744,3,1,1,5,At Risk
15221,35,5,2121.3827568440884,4,3,3,10,Loyal Customers
15222,12,5,3470.103973553509,5,3,4,12,Loyal Customers
15223,145,4,1930.8135193356577,1,2,2,5,At Risk
15224,310,2,1211.9594972423808,1,1,1,3,Lost
15225,54,7,3556.263030981961,3,5,5,13,Champions
15226,25,4,2391.9376918899266,4,2,3,9,Potential Loyalists
15227,196,3,1447.3900853043806,1,1,2,4,At Risk
15229,4,3,1071.87975607436,5,1,1,7,Potential Loyalists
15230,43,12,6323.2565881456,4,5,5,14,Champions
15231,225,3,1009.327008122004,1,1,1,3,Lost
15232,134,5,2866.885983959852,1,3,4,8,Potential Loyalists
15233,7,5,2825.465760516276,5,3,4,12,Loyal Customers
15234,91,4,1141.5280591943629,2,2,1,5,At Risk
15235,69,6,2962.1876384917355,3,4,4,11,Loyal Customers
15236,116,3,1246.009758021046,2,1,1,4,At Risk
15237,21,2,380.7278046993909,4,1,1,6,At Risk
15238,77,11,5805.623792308395,2,5,5,12,Loyal Customers
15239,62,8,3470.5107207588744,3,5,4,12,Loyal Customers
15240,82,5,2739.6836206933017,2,3,3,8,Potential Loyalists
15241,15,3,361.4529567836301,5,1,1,7,Potential Loyalists
15242,60,4,2131.689613050788,3,2,3,8,Potential Loyalists
15243,65,4,1573.9418819689658,3,2,2,7,Potential Loyalists
15244,70,14,7884.337881478705,3,5,5,13,Champions
15245,83,5,2536.4832845617866,2,3,3,8,Potential Loyalists
15246,173,3,1038.5824805179966,1,1,1,3,Lost
15247,116,4,1978.3627172448068,2,2,2,6,At Risk
15248,73,10,5134.396560373706,3,5,5,13,Champions
15249,11,5,1239.9668208388475,5,3,1,9,Potential Loyalists
15250,26,7,5002.835125908627,4,5,5,14,Champions
15251,217,2,1238.0168820348847,1,1,1,3,Lost
15252,26,7,4359.191554379631,4,5,5,14,Champions
15253,191,5,3330.078612959198,1,3,4,8,Potential Loyalists
15254,326,3,2306.572732464663,1,1,3,5,At Risk
15255,155,7,2692.581606358144,1,5,3,9,Potential Loyalists
15256,16,9,4026.917555660869,5,5,5,15,Champions
15257,122,5,3166.5894319352938,2,3,4,9,Potential Loyalists
15258,92,7,2978.476077406593,2,5,4,11,Loyal Customers
15259,81,7,3634.650610151064,2,5,5,12,Loyal Customers
15260,183,5,1895.772075504201,1,3,2,6,At Risk
15261,51,4,1566.8080235949535,3,2,2,7,Potential Loyalists
15262,23,5,2412.6083887433037,4,3,3,10,Loyal Customers
15263,23,4,1436.2605471723646,4,2,2,8,Potential Loyalists
15264,61,3,1620.4721817207692,3,1,2,6,At Risk
15265,7,7,4959.035833081859,5,5,5,15,Champions
15266,1,4,2251.11520048022,5,2,3,10,Loyal Customers
15267,160,4,2144.2096517422187,1,2,3,6,At Risk
15268,30,3,1786.7328965175343,4,1,2,7,Potential Loyalists
15269,220,3,1279.4794799275462,1,1,1,3,Lost
15270,3,7,4452.950519054056,5,5,5,15,Champions
15271,55,4,2224.9367644082827,3,2,3,8,Potential Loyalists
15272,41,5,2160.786306542393,4,3,3,10,Loyal Customers
15273,74,3,2312.51639322754,3,1,3,7,Potential Loyalists
15274,41,5,3461.655597080321,4,3,4,11,Loyal Customers
15275,209,3,1816.175855153024,1,1,2,4,At Risk
15276,60,4,2081.417714346121,3,2,2,7,Potential Loyalists
15277,45,6,1724.103534511927,3,4,2,9,Potential Loyalists
15278,34,4,1473.0621204514098,4,2,2,8,Potential Loyalists
15279,130,5,1766.7048080279556,2,3,2,7,Potential Loyalists
15280,139,7,2996.4746076827464,1,5,4,10,Loyal Customers
15281,179,4,1950.239417190911,1,2,2,5,At Risk
15282,2,6,2333.158120510152,5,4,3,12,Loyal Customers
15283,89,4,1775.7071110707643,2,2,2,6,At Risk
15284,87,8,3632.1707800455374,2,5,5,12,Loyal Customers
15285,97,4,1952.551950846616,2,2,2,6,At Risk
15286,46,4,2295.03236991648,3,2,3,8,Potential Loyalists
15287,82,4,1474.7008128593602,2,2,2,6,At Risk
15288,4,7,2859.5218252542004,5,5,4,14,Champions
15289,97,4,1098.4736431752588,2,2,1,5,At Risk
15290,23,10,4627.66232553219,4,5,5,14,Champions
15291,163,3,622.6582342172065,1,1,1,3,Lost
15292,77,7,2805.190563711389,2,5,4,11,Loyal Customers
15293,87,5,2402.2490793163406,2,3,3,8,Potential Loyalists
15294,35,7,4514.758088526179,4,5,5,14,Champions
15295,132,3,598.4598753934854,2,1,1,4,At Risk
15296,71,4,1774.7809701978783,3,2,2,7,Potential Loyalists
15297,41,3,1309.6930623421665,4,1,1,6,At Risk
15298,326,3,845.8339002617274,1,1,1,3,Lost
15299,12,6,3955.631466234013,5,4,5,14,Champions
15300,75,4,2016.3774259333231,3,2,2,7,Potential Loyalists
15301,42,4,2352.3092503334105,4,2,3,9,Potential Loyalists
15302,13,8,2904.2918493817133,5,5,4,14,Champions
15303,27,5,1438.396704055657,4,3,2,9,Potential Loyalists
15304,76,7,3562.535437375559,3,5,5,13,Champions
15305,61,3,1702.1913580189878,3,1,2,6,At Risk
15306,94,7,3490.1875496550592,2,5,4,11,Loyal Customers
15307,182,3,1642.3161535507184,1,1,2,4,At Risk
15308,20,7,3967.650700378681,4,5,5,14,Champions
15309,106,5,2173.8250546259915,2,3,3,8,Potential Loyalists
15310,19,3,1128.4836946537075,5,1,1,7,Potential Loyalists
15311,72,10,5294.5330215770455,3,5,5,13,Champions
15312,74,10,4086.979542748515,3,5,5,13,Champions
15313,198,2,816.3574629103055,1,1,1,3,Lost
15314,4,3,886.7794540600943,5,1,1,7,Potential Loyalists
15315,111,3,1618.416088766061,2,1,2,5,At Risk
15316,118,8,4377.753796218581,2,5,5,12,Loyal Customers
15317,27,7,3620.39533721166,4,5,5,14,Champions
15318,172,3,1390.911345035696,1,1,1,3,Lost
15319,86,7,2914.806889273727,2,5,4,11,Loyal Customers
15320,92,8,3607.138691782021,2,5,5,12,Loyal Customers
15321,14,3,749.0922123409973,5,1,1,7,Potential Loyalists
15322,61,3,1900.0166648317004,3,1,2,6,At Risk
15323,130,6,3068.8562685054994,2,4,4,10,Loyal Customers
15324,187,3,882.3545834720385,1,1,1,3,Lost
15325,76,5,2821.725861478837,3,3,4,10,Loyal Customers
15326,59,3,1649.460512885336,3,1,2,6,At Risk
15327,17,4,1609.083536543218,5,2,2,9,Potential Loyalists
15328,10,9,6080.669425507246,5,5,5,15,Champions
15329,204,4,2462.122158391291,1,2,3,6,At Risk
15330,88,2,1578.8206987796175,2,1,2,5,At Risk
15331,16,4,1871.6570889322709,5,2,2,9,Potential Loyalists
15332,6,4,2343.256743337921,5,2,3,10,Loyal Customers
15333,191,5,2318.33618808626,1,3,3,7,Potential Loyalists
15334,18,4,2455.697457063324,5,2,3,10,Loyal Customers
15335,15,7,3056.3069476672367,5,5,4,14,Champions
15336,53,6,2570.258774125672,3,4,3,10,Loyal Customers
15337,46,5,3083.3613674931803,3,3,4,10,Loyal Customers
15338,21,3,1323.0185845782814,4,1,1,6,At Risk
15339,54,8,5126.640887385869,3,5,5,13,Champions
15340,46,3,2714.781193715992,3,1,3,7,Potential Loyalists
15341,148,7,3916.690604609165,1,5,5,11,Loyal Customers
15342,198,4,1980.335962583627,1,2,2,5,At Risk
15343,109,3,1783.6728798073957,2,1,2,5,At Risk
15344,56,3,953.9012657891031,3,1,1,5,At Risk
15345,33,4,1700.7253415653497,4,2,2,8,Potential Loyalists
15346,241,2,698.5064901739426,1,1,1,3,Lost
15347,65,4,2074.518128419912,3,2,2,7,Potential Loyalists
15348,12,9,5055.373260757208,5,5,5,15,Champions
15349,140,4,1402.7597845346215,1,2,1,4,At Risk
15350,4,7,3435.1994156839164,5,5,4,14,Champions
15351,5,6,2428.147839415685,5,4,3,12,Loyal Customers
15352,5,9,4805.533680525442,5,5,5,15,Champions
15353,48,5,2084.0375189630777,3,3,2,8,Potential Loyalists
15354,8,6,2135.2083650522327,5,4,3,12,Loyal Customers
15355,2,2,929.5196806214352,5,1,1,7,Potential Loyalists
15356,6,5,3576.026587936456,5,3,5,13,Champions
15357,76,6,3085.602024263513,3,4,4,11,Loyal Customers
15358,44,7,5278.035052651712,3,5,5,13,Champions
15359,168,5,1726.1256914696814,1,3,2,6,At Risk
15360,259,1,549.8896390050918,1,1,1,3,Lost
15361,146,3,1521.3186222731167,1,1,2,4,At Risk
15362,178,5,2667.179394219258,1,3,3,7,Potential Loyalists
15363,1,9,3196.116711067575,5,5,4,14,Champions
15364,56,9,3593.781951827616,3,5,5,13,Champions
15365,3,4,2342.0028112033574,5,2,3,10,Loyal Customers
15366,136,3,1195.9413390495056,1,1,1,3,Lost
15367,66,6,2364.3911041257743,3,4,3,10,Loyal Customers
15368,4,5,1356.3004781372642,5,3,1,9,Potential Loyalists
15369,32,5,2322.2934846159355,4,3,3,10,Loyal Customers
15370,170,1,106.04326567452608,1,1,1,3,Lost
15371,140,7,3401.12656751666,1,5,4,10,Loyal Customers
15372,107,5,2582.316587643488,2,3,3,8,Potential Loyalists
15373,25,5,1852.0901641089092,4,3,2,9,Potential Loyalists
15374,24,6,1439.248772745746,4,4,2,10,Loyal Customers
15375,20,7,3271.080352708008,4,5,4,13,Champions
15376,97,6,3092.3238042348994,2,4,4,10,Loyal Customers
15377,252,2,656.9328328856005,1,1,1,3,Lost
15378,200,3,1468.905651823717,1,1,2,4,At Risk
15379,21,10,4949.723698339009,4,5,5,14,Champions
15380,65,4,2833.9559687279057,3,2,4,9,Potential Loyalists
15381,2,5,2726.132052028021,5,3,3,11,Loyal Customers
15382,150,4,2259.33878151383,1,2,3,6,At Risk
15383,110,1,758.5801870626186,2,1,1,4,At Risk
15384,111,7,3860.789313102119,2,5,5,12,Loyal Customers
15385,101,3,2090.7893193835503,2,1,3,6,At Risk
15386,60,5,1981.2377433874897,3,3,2,8,Potential Loyalists
15387,148,4,2520.338632306624,1,2,3,6,At Risk
15388,12,7,3668.2510099893584,5,5,5,15,Champions
15389,236,4,2289.3334674819757,1,2,3,6,At Risk
15390,77,6,3189.1580081097622,2,4,4,10,Loyal Customers
15391,186,6,3679.775896934062,1,4,5,10,Loyal Customers
15392,37,4,1355.7375996736866,4,2,1,7,Potential Loyalists
15393,130,4,1500.8320498704363,2,2,2,6,At Risk
15394,43,5,3885.2379495594464,4,3,5,12,Loyal Customers
15395,159,3,1916.227408246293,1,1,2,4,At Risk
15396,218,2,894.7989002908096,1,1,1,3,Lost
15397,47,4,2588.10351377073,3,2,3,8,Potential Loyalists
15398,136,5,1668.7241359802667,1,3,2,6,At Risk
15399,238,4,2424.253752932273,1,2,3,6,At Risk
15400,61,5,2908.309360633883,3,3,4,10,Loyal Customers
15401,112,7,4435.6498290510335,2,5,5,12,Loyal Customers
15402,69,5,2162.09193820019,3,3,3,9,Potential Loyalists
15403,16,7,3508.992539577747,5,5,4,14,Champions
15404,70,5,2407.192493644541,3,3,3,9,Potential Loyalists
15405,50,8,3953.553964026072,3,5,5,13,Champions
15406,24,3,1256.8305699326795,4,1,1,6,At Risk
15407,18,4,2290.439038977792,5,2,3,10,Loyal Customers
15408,3,5,2358.671997377396,5,3,3,11,Loyal Customers
15409,52,10,3686.740672068384,3,5,5,13,Champions
15410,43,8,4136.50339980246,4,5,5,14,Champions
15411,34,3,1915.2770271709192,4,1,2,7,Potential Loyalists
15412,6,4,1026.896640701235,5,2,1,8,Potential Loyalists
15413,22,10,4700.425275301126,4,5,5,14,Champions
15414,15,12,5875.983721694238,5,5,5,15,Champions
15415,156,3,695.286225491752,1,1,1,3,Lost
15416,21,7,4173.573818100943,4,5,5,14,Champions
15417,73,4,1213.378618550441,3,2,1,6,At Risk
15418,30,5,2772.452859364684,4,3,4,11,Loyal Customers
15419,48,5,1449.0076809981665,3,3,2,8,Potential Loyalists
15420,35,8,4783.893182805787,4,5,5,14,Champions
15421,30,6,3921.08644982324,4,4,5,13,Champions
15422,309,2,1015.8583879256848,1,1,1,3,Lost
15423,136,3,1342.9443392373732,1,1,1,3,Lost
15424,19,9,5309.771068930779,5,5,5,15,Champions
15425,17,4,915.4270453152428,5,2,1,8,Potential Loyalists
15426,29,3,1991.372576284508,4,1,2,7,Potential Loyalists
15427,56,4,3230.7820420907137,3,2,4,9,Potential Loyalists
15428,28,6,1925.0959584255568,4,4,2,10,Loyal Customers
15429,208,3,1470.9971689653853,1,1,2,4,At Risk
15430,130,8,3701.147508383339,2,5,5,12,Loyal Customers
15431,14,9,3348.632320812242,5,5,4,14,Champions
15432,88,5,3446.151743826644,2,3,4,9,Potential Loyalists
15433,62,6,3090.187908909971,3,4,4,11,Loyal Customers
15434,114,5,2404.1969958277527,2,3,3,8,Potential Loyalists
15435,110,6,2870.561188766275,2,4,4,10,Loyal Customers
15436,41,9,5406.998766387459,4,5,5,14,Champions
15437,66,2,398.17862617933815,3,1,1,5,At Risk
15438,214,4,2683.1535922158896,1,2,3,6,At Risk
15439,200,2,1348.632568590162,1,1,1,3,Lost
15440,47,8,3528.608525333415,3,5,4,12,Loyal Customers
15441,37,7,2911.7682521291904,4,5,4,13,Champions
15442,166,6,2725.1380439505865,1,4,3,8,Potential Loyalists
15443,15,10,4460.850927616318,5,5,5,15,Champions
15444,23,9,5714.170695342805,4,5,5,14,Champions
15445,117,7,3758.59466722948,2,5,5,12,Loyal Customers
15446,23,8,4275.534083690332,4,5,5,14,Champions
15447,13,6,3076.0035607295545,5,4,4,13,Champions
15448,18,7,3834.382814234205,5,5,5,15,Champions
15449,5,6,3319.976985595464,5,4,4,13,Champions
15450,52,4,2257.274577795109,3,2,3,8,Potential Loyalists
15451,3,9,4431.242756009331,5,5,5,15,Champions
15452,24,2,625.7538888319199,4,1,1,6,At Risk
15453,9,8,3908.4385044300375,5,5,5,15,Champions
15454,149,1,569.6685977605387,1,1,1,3,Lost
15455,84,5,2260.159249805427,2,3,3,8,Potential Loyalists
15456,174,5,2133.821960390521,1,3,3,7,Potential Loyalists
15457,178,2,1560.2803132480085,1,1,2,4,At Risk
15458,83,4,2124.3681469932885,2,2,3,7,Potential Loyalists
15459,17,6,2086.87778581454,5,4,3,12,Loyal Customers
15460,13,3,1278.805202809097,5,1,1,7,Potential Loyalists
15461,2,3,2010.9784894977097,5,1,2,8,Potential Loyalists
15462,39,5,2339.5402742060437,4,3,3,10,Loyal Customers
15463,33,3,1427.772626535471,4,1,2,7,Potential Loyalists
15464,20,6,3780.14767841951,4,4,5,13,Champions
15465,84,2,233.5860260406177,2,1,1,4,At Risk
15466,53,6,2327.577052512115,3,4,3,10,Loyal Customers
15468,28,6,3422.0965311467685,4,4,4,12,Loyal Customers
15469,123,8,4646.615483436185,2,5,5,12,Loyal Customers
15470,9,3,887.6538041748719,5,1,1,7,Potential Loyalists
15471,54,2,461.3448123325928,3,1,1,5,At Risk
15472,29,4,1697.0498233450498,4,2,2,8,Potential Loyalists
15473,3,3,1274.1270978611756,5,1,1,7,Potential Loyalists
15474,162,6,3637.340360243388,1,4,5,10,Loyal Customers
15475,136,4,1827.0280459156904,1,2,2,5,At Risk
15476,93,5,2686.402062196393,2,3,3,8,Potential Loyalists
15477,10,4,1951.9181563977052,5,2,2,9,Potential Loyalists
15478,111,2,1001.0896934756332,2,1,1,4,At Risk
15479,19,3,1687.2951516352823,5,1,2,8,Potential Loyalists
15480,3,8,3794.540576055747,5,5,5,15,Champions
15481,92,5,3081.248701251209,2,3,4,9,Potential Loyalists
15482,16,5,3548.189924536536,5,3,5,13,Champions
15483,50,4,2175.083128871838,3,2,3,8,Potential Loyalists
15484,100,3,2242.6124221379027,2,1,3,6,At Risk
15485,37,4,2267.784582477609,4,2,3,9,Potential Loyalists
15486,186,3,1367.5076176217758,1,1,1,3,Lost
15487,110,4,2491.289403668525,2,2,3,7,Potential Loyalists
15488,12,7,1539.9937203686536,5,5,2,12,Loyal Customers
15489,42,2,1342.363247978049,4,1,1,6,At Risk
15490,9,7,3671.972741338311,5,5,5,15,Champions
15491,25,7,3479.3762050477494,4,5,4,13,Champions
15492,92,7,4088.855453007934,2,5,5,12,Loyal Customers
15493,7,8,4294.602677801517,5,5,5,15,Champions
15494,78,5,3531.5699234479343,2,3,4,9,Potential Loyalists
15495,33,8,2798.8281024939047,4,5,4,13,Champions
15496,221,3,1760.517366041912,1,1,2,4,At Risk
15497,4,6,2445.6991850309464,5,4,3,12,Loyal Customers
15498,71,6,2022.147028801745,3,4,2,9,Potential Loyalists
15499,160,4,2055.9021527342898,1,2,2,5,At Risk
15500,145,6,2045.7179776192825,1,4,2,7,Potential Loyalists
15501,373,2,1495.9502285048502,1,1,2,4,At Risk
15502,67,2,1532.6208772700495,3,1,2,6,At Risk
15503,58,7,3466.572249580552,3,5,4,12,Loyal Customers
15504,12,2,863.7809522894465,5,1,1,7,Potential Loyalists
15505,184,3,1292.457807491642,1,1,1,3,Lost
15506,18,5,1914.7637674707703,5,3,2,10,Loyal Customers
15507,50,6,3468.130607452533,3,4,4,11,Loyal Customers
15508,18,7,2030.8356460570228,5,5,2,12,Loyal Customers
15509,30,5,2316.0010904849323,4,3,3,10,Loyal Customers
15510,40,4,1595.2958064249867,4,2,2,8,Potential Loyalists
15511,6,6,2189.862257759958,5,4,3,12,Loyal Customers
15512,166,1,56.78665419357917,1,1,1,3,Lost
15513,64,4,2013.4625589747816,3,2,2,7,Potential Loyalists
15514,116,4,1186.671137571432,2,2,1,5,At Risk
15515,267,3,2053.173567621431,1,1,2,4,At Risk
15516,123,5,3234.9908741237705,2,3,4,9,Potential Loyalists
15517,148,4,1836.354509893981,1,2,2,5,At Risk
15518,75,3,2293.990267082735,3,1,3,7,Potential Loyalists
15519,34,8,4246.418909002972,4,5,5,14,Champions
15520,178,4,1769.0697230288297,1,2,2,5,At Risk
15521,11,6,3257.96135394424,5,4,4,13,Champions
15522,48,8,4730.633629625096,3,5,5,13,Champions
15523,6,3,1852.5077246905669,5,1,2,8,Potential Loyalists
15524,85,4,1391.5367243022283,2,2,1,5,At Risk
15525,156,5,3926.537660709132,1,3,5,9,Potential Loyalists
15526,219,3,1613.214164609739,1,1,2,4,At Risk
15527,63,5,2991.028539558437,3,3,4,10,Loyal Customers
15528,109,4,2715.8058338676747,2,2,3,7,Potential Loyalists
15529,13,3,1697.3002910080868,5,1,2,8,Potential Loyalists
15530,91,6,2108.973544409675,2,4,3,9,Potential Loyalists
15531,15,9,5241.620168639562,5,5,5,15,Champions
15532,69,3,2581.2536571393803,3,1,3,7,Potential Loyalists
15533,116,2,1501.383548600493,2,1,2,5,At Risk
15534,97,2,1016.2641552216072,2,1,1,4,At Risk
15535,4,6,3172.4683262693434,5,4,4,13,Champions
15536,43,4,1760.749306709169,4,2,2,8,Potential Loyalists
15537,107,3,1306.312976881747,2,1,1,4,At Risk
15538,95,3,1762.278052713575,2,1,2,5,At Risk
15539,12,7,3633.364911444896,5,5,5,15,Champions
15540,8,6,2521.303354074173,5,4,3,12,Loyal Customers
15541,78,4,2678.2136027587585,2,2,3,7,Potential Loyalists
15542,129,5,2024.4469844812315,2,3,2,7,Potential Loyalists
15543,10,4,1352.2476837922704,5,2,1,8,Potential Loyalists
15544,54,10,4095.749542811862,3,5,5,13,Champions
15545,206,3,760.7583207038169,1,1,1,3,Lost
15546,11,5,2243.966188013011,5,3,3,11,Loyal Customers
15547,4,9,4040.773836619872,5,5,5,15,Champions
15548,96,3,1069.2584033066005,2,1,1,4,At Risk
15549,131,4,2409.2238171209137,2,2,3,7,Potential Loyalists
15550,342,2,929.6870500736004,1,1,1,3,Lost
15551,34,5,2787.862344077892,4,3,4,11,Loyal Customers
15552,90,3,274.63646741480164,2,1,1,4,At Risk
15553,48,6,3402.882671940161,3,4,4,11,Loyal Customers
15554,10,5,1747.4769553687252,5,3,2,10,Loyal Customers
15555,47,4,1837.6714100460997,3,2,2,7,Potential Loyalists
15556,13,5,3370.353909247383,5,3,4,12,Loyal Customers
15557,49,5,2815.7253762775927,3,3,4,10,Loyal Customers
15558,66,4,2864.57004412941,3,2,4,9,Potential Loyalists
15559,57,6,1482.797259639587,3,4,2,9,Potential Loyalists
15560,19,8,4669.93387169622,5,5,5,15,Champions
15561,2,9,3632.6776129432783,5,5,5,15,Champions
15562,105,5,1924.968627035736,2,3,2,7,Potential Loyalists
15563,96,7,2171.0944986123386,2,5,3,10,Loyal Customers
15564,20,3,563.3898719253966,4,1,1,6,At Risk
15565,39,2,1003.5367008527726,4,1,1,6,At Risk
15566,61,10,4316.623341385116,3,5,5,13,Champions
15567,17,9,4645.792752433767,5,5,5,15,Champions
15568,308,2,957.1771278447565,1,1,1,3,Lost
15569,7,4,1728.5102474005132,5,2,2,9,Potential Loyalists
15570,101,4,1335.7049695923547,2,2,1,5,At Risk
15571,174,5,2880.9753199043303,1,3,4,8,Potential Loyalists
15572,62,4,1366.9670115928486,3,2,1,6,At Risk
15574,176,3,696.023805602907,1,1,1,3,Lost
15575,75,4,1410.02534041347,3,2,1,6,At Risk
15576,147,8,4472.744840999153,1,5,5,11,Loyal Customers
15577,84,1,312.3432690975752,2,1,1,4,At Risk
15578,118,6,3145.189687237717,2,4,4,10,Loyal Customers
15579,134,8,4846.814015130152,1,5,5,11,Loyal Customers
15580,17,4,733.1849704684664,5,2,1,8,Potential Loyalists
15581,64,3,2444.274765678188,3,1,3,7,Potential Loyalists
15582,15,6,4124.979799647032,5,4,5,14,Champions
15583,102,6,3859.173815029337,2,4,5,11,Loyal Customers
15584,66,2,102.38405176925473,3,1,1,5,At Risk
15585,121,3,1351.3391642134814,2,1,1,4,At Risk
15586,33,8,3473.083919234008,4,5,4,13,Champions
15587,10,4,1913.8375277991076,5,2,2,9,Potential Loyalists
15588,55,8,3667.199897351525,3,5,5,13,Champions
15589,9,12,6516.192104838982,5,5,5,15,Champions
15590,38,2,1401.676289733256,4,1,1,6,At Risk
15591,181,4,1676.7376430148431,1,2,2,5,At Risk
15592,64,5,3022.797994874178,3,3,4,10,Loyal Customers
15593,53,6,3318.4754459473274,3,4,4,11,Loyal Customers
15594,14,4,1460.94037308097,5,2,2,9,Potential Loyalists
15595,5,8,3599.5906981679127,5,5,5,15,Champions
15596,22,4,2412.8360455854854,4,2,3,9,Potential Loyalists
15597,31,5,2815.5523930270447,4,3,4,11,Loyal Customers
15598,15,3,2304.404721026238,5,1,3,9,Potential Loyalists
15600,62,12,6143.843916565297,3,5,5,13,Champions
15601,4,7,4065.431744519632,5,5,5,15,Champions
15602,79,4,2104.663597137041,2,2,3,7,Potential Loyalists
15603,53,4,1598.6429970319589,3,2,2,7,Potential Loyalists
15604,116,3,1011.0639139626628,2,1,1,4,At Risk
15605,68,4,3421.47347180281,3,2,4,9,Potential Loyalists
15606,65,9,5617.981442219215,3,5,5,13,Champions
15607,8,12,6006.546031396845,5,5,5,15,Champions
15608,52,5,2277.1953693120417,3,3,3,9,Potential Loyalists
15609,132,2,964.2342022012735,2,1,1,4,At Risk
15610,5,5,2678.224753391064,5,3,3,11,Loyal Customers
15612,29,7,3334.983658552765,4,5,4,13,Champions
15613,137,7,3767.7842501881287,1,5,5,11,Loyal Customers
15614,10,10,4771.307431924404,5,5,5,15,Champions
15615,127,4,1322.324222083288,2,2,1,5,At Risk
15616,12,10,4415.207059213325,5,5,5,15,Champions
15617,136,5,2232.9869005354176,1,3,3,7,Potential Loyalists
15618,1,4,2671.095815954638,5,2,3,10,Loyal Customers
15619,83,7,3916.9876970755217,2,5,5,12,Loyal Customers
15620,10,4,2520.185179967363,5,2,3,10,Loyal Customers
15621,232,4,2809.923837218583,1,2,4,7,Potential Loyalists
15622,43,3,2256.466911557855,4,1,3,8,Potential Loyalists
15623,47,9,4484.055901719481,3,5,5,13,Champions
15624,176,6,2863.676269124863,1,4,4,9,Potential Loyalists
15625,193,5,2706.0857416681533,1,3,3,7,Potential Loyalists
15626,102,4,2175.8626267340205,2,2,3,7,Potential Loyalists
15627,61,6,3460.678914009285,3,4,4,11,Loyal Customers
15628,119,2,865.6586962247053,2,1,1,4,At Risk
15629,70,8,3757.973927830931,3,5,5,13,Champions
15630,26,7,3715.91403046259,4,5,5,14,Champions
15631,7,7,3891.454650817367,5,5,5,15,Champions
15632,24,3,2321.566796879336,4,1,3,8,Potential Loyalists
15633,132,6,3498.714578807436,2,4,4,10,Loyal Customers
15634,11,6,2460.187146036652,5,4,3,12,Loyal Customers
15635,81,7,3770.880746373648,2,5,5,12,Loyal Customers
15636,27,6,4097.141534287055,4,4,5,13,Champions
